question_id	question	query
808661	what is the best time to go marlin fishing in costa rica	best time to fish costa rica
843209	what is the range mean in math	define range in math
569103	what are the different types of uv light	types of uv light
278141	how many calories slice of pizza	calories in one slice of pizza
373478	how to print excel spreadsheet with row numbers	excel print row numbers
410639	is frontier airlines same as spirit airlines	spirit airlines vs frontier airlines
574410	what are the tax penalties for filing late	penalty for filing taxes late
755858	what is hp notebook technical support phone number	hp laptop technical support phone number
301591	how match a ct scan costs	cost of a ct scan
1006675	which cells are haploid and diploid	haploid and diploid cells
328128	how much student loan debt	student loan debt help
1043699	who make atlas mason jars	atlas mason jars
593433	what causes warts on fingers and what are they	warts on fingers causes
848908	what is the structure of a skeletal muscle cell	structure of skeletal muscle cell
930141	what's bitlocker recovery keys	bitlocker recovery key
710981	what is an active voice	define active voice
555699	what are blueberries good for?	blueberries good for
411773	is hair loss a side effect of prednisone	prednisone hair loss
808044	what is the benefits of taking probiotics	benefits of taking a probiotic
419667	is obesity considered a disease	obesity as a disease
229370	how excel fit cells to text	excel fit cell to text
1146332	what shake to drink to lose weight	best drink to lose weight
162565	does abilify work for anxiety	abilify for anxiety
769097	what is max contribution to roth ira	max contribution for roth ira
25773	are there symptoms for colon cancer	symptoms for colon cancer
1065361	why do people go to chiropractor	reasons to go to a chiropractor
264932	how long is the gestation period for a dog	gestation period for a dog
592957	what causes tinnitus to get louder	causes of pulsatile tinnitus
816803	what is the difference between aerobic and anaerobic threshold	difference between aerobic and anaerobic
733942	what is considered lower middle class	define upper middle class
159140	do steel cut oats have to be cooked	best way to cook steel cut oats
814603	what is the definition of a nerd	definition of nerd
916243	what us presidents owned slaves	presidents that owned slaves
587143	what causes discoloration of toenails	discolored toenails causes
80903	can you use tums for dogs	tums for dogs
412821	is ice-cream bad for acid reflux?	foods bad for acid reflux
715353	what is an ini file type	ini file type
615464	what credit score is needed for a home loan	credit score needed for home loan
952885	when is the glucose test for pregnancy	glucose test for pregnancy
851107	what is the third leading cause of death in the us?	third leading cause of death in us
143558	did cherokee nc indians go on trail of tears	trail of tears cherokee indians
948984	when i government shutdown ending	end government shutdown
420621	is pell grant a federal assistance program	federal pell grant program
661537	what foods good for hair thick	foods for thicker hair
1152493	what is straightening shampoo for	best straightening shampoo
353648	how to create space inside excel cell	insert space in excel cell
1011029	which is a binary ionic compound brainly	binary ionic compound
831306	what is the meaning of noun phrase	definition of a noun phrase
271563	how long to marinate flat iron steak	best flat iron steak marinade
908399	what to write on graduation card	graduation card ideas
904171	what time are magic kingdom fireworks	fireworks at magic kingdom schedule
403078	is apple discontinuing macbook air	apple new macbook air
541214	was us senator david perdue	david perdue senator
858155	what is tuition at kansas state university	kansas state university tuition
401570	is adhd a psychological disorder	adhd mental disorder
79516	can you schedule an uber	schedule an uber
1004884	which airlines fly from cincinatti to knoxville tn	airlines that fly into knoxville tn
163880	does blood work test for drugs	blood test for drugs
658021	what essential oil is good for arthritis pain	best essential oil for arthritis
429243	is there prescription vitamin d	prescription vitamin d
683330	what is a first generation college student	define first generation college student
1048588	who plays sheldon's sister on the big bang theory	sheldon's sister on big bang theory
653709	what does the word tinder mean	meaning of tinder
638706	what does having an economic system of capitalism mean?	meaning of capitalism
322136	how much is illegal immigration costing	illegal immigration cost to americans
68843	can i drink water before a blood test	drink water before blood test
